ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Review_age,Review_education,Review_gender,Review_income,Review_political,Review_religious,political_category
oNSPYsg6kyfXdhCm3,475412917_4585373673003968.0,4585373673003970.0,1,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Mobile,0.0,0.0,ROU,14.0,underHigh,male,under5000,0.03,0.0,1
uWatkEKZL2yddZLWD,475412917_4585373673003968.0,4585373673003970.0,12,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,0,Mobile,0.0,0.0,ROU,14.0,underHigh,male,under5000,0.03,0.0,1
vFERnhtxGmbTbu4ZB,475412917_4585373673003968.0,4585373673003970.0,9,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,0,Mobile,0.0,1.0,ROU,14.0,underHigh,male,under5000,0.03,0.0,1
vWiaQ7XhXMcFjfpht,475412917_4585373673003968.0,4585373673003970.0,6,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Mobile,0.0,0.0,ROU,14.0,underHigh,male,under5000,0.03,0.0,1
BDZ5fHbx4xzWmim5E,527353800_6272628397727615.0,6272628397727620.0,11,1,1,0,2,Male,Gender,Gender,Male,Female,0.0,5,0,0,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
FHhTLt4XpQL8spAjP,527353800_6272628397727615.0,6272628397727620.0,13,1,0,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,1,4,1,Mobile,0.0,0.0,TUR,23.0,high,male,under5000,0.17,1.0,1
J8QEPcY87WhP6HRxH,527353800_6272628397727615.0,6272628397727620.0,3,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Mobile,0.0,0.0,TUR,23.0,high,male,under5000,0.17,1.0,1
NtH5uhNPhFHispEua,527353800_6272628397727615.0,6272628397727620.0,10,1,0,0,0,More,Random,Utilitarian,More,Less,0.0,3,2,1,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
RgNHccEnS2mitF4X9,527353800_6272628397727615.0,6272628397727620.0,5,1,1,0,0,Old,Age,Age,Young,Old,1.0,2,0,0,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
XxvSoSF3sWKjQ97RE,527353800_6272628397727615.0,6272628397727620.0,2,1,1,0,0,High,Social Status,Social Status,High,Low,0.0,1,0,1,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
YG982FhwTRp8pCm7Q,527353800_6272628397727615.0,6272628397727620.0,4,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1.0,2,0,1,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
YivbRjiEuP7YweQPG,527353800_6272628397727615.0,6272628397727620.0,6,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,1,Mobile,0.0,0.0,TUR,23.0,high,male,under5000,0.17,1.0,1
gipPAkHuzbYYXmceB,527353800_6272628397727615.0,6272628397727620.0,9,1,1,0,2,Low,Social Status,Social Status,High,Low,1.0,1,0,0,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
pQeW6M6LRabTKmPiv,527353800_6272628397727615.0,6272628397727620.0,8,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
u9eehHYfW3g4p3prL,527353800_6272628397727615.0,6272628397727620.0,7,1,0,0,1,Female,Gender,Gender,Male,Female,1.0,4,0,1,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
vXGNmrphw2nxvJysT,527353800_6272628397727615.0,6272628397727620.0,1,1,0,0,2,Young,Age,Age,Young,Old,0.0,4,0,1,Mobile,0.0,0.0,TUR,23.0,high,male,under5000,0.17,1.0,1
wZYeJMCffWuKYxMkP,527353800_6272628397727615.0,6272628397727620.0,12,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,1,0,1,Mobile,0.0,1.0,TUR,23.0,high,male,under5000,0.17,1.0,1
EcNwsruFje4m87TjM,538613131_8575758078264368.0,8575758078264370.0,5,1,1,0,1,Old,Age,Age,Young,Old,1.0,3,0,1,Desktop,1.0,1.0,USA,19.0,high,female,under5000,0.13,0.91,1
GKHjYj5Xv7Jq7bGbo,538613131_8575758078264368.0,8575758078264370.0,4,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,1,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
GrzqQYF9AszBQ3an9,538613131_8575758078264368.0,8575758078264370.0,7,1,0,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,5,0,1,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
S3X959uEgfnvuun8G,538613131_8575758078264368.0,8575758078264370.0,8,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,1,4,0,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
WdFstRznjFs9Ev66o,538613131_8575758078264368.0,8575758078264370.0,6,1,0,0,0,Female,Gender,Gender,Male,Female,1.0,3,0,0,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
XTGaFcEsio9dPQEMA,538613131_8575758078264368.0,8575758078264370.0,2,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Desktop,1.0,1.0,USA,19.0,high,female,under5000,0.13,0.91,1
cJwovKLzRpkx8FaCP,538613131_8575758078264368.0,8575758078264370.0,9,1,1,0,1,Hoomans,Species,Species,Hoomans,Pets,0.0,1,0,1,Desktop,1.0,1.0,USA,19.0,high,female,under5000,0.13,0.91,1
mQCeDS94EZWTw5HBW,538613131_8575758078264368.0,8575758078264370.0,1,1,1,0,0,Low,Social Status,Social Status,High,Low,1.0,5,0,1,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
mo3iCJYum7EjjvD2B,538613131_8575758078264368.0,8575758078264370.0,13,1,0,0,0,Old,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
pFswRM2fqAdqcenks,538613131_8575758078264368.0,8575758078264370.0,12,1,0,0,2,Rand,Random,Random,,,,2,2,0,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
pa3qnexcStyDfzW35,538613131_8575758078264368.0,8575758078264370.0,11,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,1,0,1,Desktop,1.0,0.0,USA,19.0,high,female,under5000,0.13,0.91,1
2TNQFRdA3McAErchR,542651941_4196373668890540.0,4196373668890540.0,3,1,1,0,0,Male,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
9fsKMSaKnv7SRnmNN,542651941_4196373668890540.0,4196373668890540.0,7,1,1,0,0,Old,Age,Age,Young,Old,1.0,5,0,0,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
A78fabyqfoNZmQDT4,542651941_4196373668890540.0,4196373668890540.0,2,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
CNCW4gHSfNYdL9uiL,542651941_4196373668890540.0,4196373668890540.0,13,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,5,0,1,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
LNwCPCHx9xZDjCxdP,542651941_4196373668890540.0,4196373668890540.0,11,1,1,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,5,0,1,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
LSEQegY3gQq5EWaWf,542651941_4196373668890540.0,4196373668890540.0,10,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,1,Desktop,1.0,0.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
amHEa3Chb3mQdCpqz,542651941_4196373668890540.0,4196373668890540.0,4,1,1,0,0,Male,Gender,Gender,Male,Female,0.0,5,0,1,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
km8Nj5kEDtf8ywukD,542651941_4196373668890540.0,4196373668890540.0,9,1,0,1,0,Rand,Random,Random,,,,1,1,0,Desktop,1.0,0.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
q2KSsKFBwFYvtpxzZ,542651941_4196373668890540.0,4196373668890540.0,12,1,1,0,2,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Desktop,1.0,0.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
tQAf6XNuoEXn7xRJk,542651941_4196373668890540.0,4196373668890540.0,5,1,1,0,2,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
wNdMwZKmqWymb6ajN,542651941_4196373668890540.0,4196373668890540.0,1,1,1,0,0,Old,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,0.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
zpCvKgP6MtS2vpCvi,542651941_4196373668890540.0,4196373668890540.0,8,1,0,1,0,High,Social Status,Social Status,High,Low,0.0,5,0,1,Desktop,1.0,1.0,CAN,25.0,bachelor,male,50000,0.18,0.0,1
Diz5nDiE5ZgWkTb8z,563599084_5110734867481266.0,5110734867481270.0,11,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,3,0,0,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
DrJZKTHriFzKW52h2,563599084_5110734867481266.0,5110734867481270.0,3,1,1,0,2,Old,Age,Age,Young,Old,1.0,1,0,0,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
FjB6t5DDjDLfuiRHy,563599084_5110734867481266.0,5110734867481270.0,7,1,0,0,2,Female,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
RwEccy6uzDK8jcG4s,563599084_5110734867481266.0,5110734867481270.0,6,1,1,0,0,Rand,Fitness,Random,,,,2,0,0,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
XuyzReR4RL3GHdtdg,563599084_5110734867481266.0,5110734867481270.0,12,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,1.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
d3wx2tsWqowwFihAW,563599084_5110734867481266.0,5110734867481270.0,2,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,1,Desktop,0.0,1.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
eNCwwusyZMCTHniW5,563599084_5110734867481266.0,5110734867481270.0,13,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,1,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
s87AX7Q7WG6DEfffB,563599084_5110734867481266.0,5110734867481270.0,1,1,0,0,0,Pets,Species,Species,Hoomans,Pets,1.0,4,0,1,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
sLEPdBFborsm8b9Cc,563599084_5110734867481266.0,5110734867481270.0,9,1,1,0,2,Old,Age,Age,Young,Old,1.0,4,0,0,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
ts9GfntZw4LFG3GWf,563599084_5110734867481266.0,5110734867481270.0,4,1,0,1,0,Rand,Random,Random,,,,5,4,0,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
yB7RWyHgeQmoaHNeC,563599084_5110734867481266.0,5110734867481270.0,8,1,0,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,0.0,0.0,BRA,12.0,underHigh,male,default,0.2,0.38,1
2N9jLFxsXczESGcbv,566108622_3004910831405494.0,3004910831405490.0,9,1,0,0,2,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,1.0,0.0,USA,23.0,vocational,female,25000,0.14,0.85,1
6n95EdynW8R8Lt8yB,566108622_3004910831405494.0,3004910831405490.0,1,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,1,Desktop,1.0,0.0,USA,23.0,vocational,female,25000,0.14,0.85,1
6xiF42r74KMWNsawp,566108622_3004910831405494.0,3004910831405490.0,13,1,1,0,1,Female,Gender,Gender,Male,Female,1.0,5,0,1,Desktop,1.0,0.0,USA,23.0,vocational,female,25000,0.14,0.85,1
FkyMWQJJWpYmGakH2,566108622_3004910831405494.0,3004910831405490.0,12,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,1.0,0.0,USA,23.0,vocational,female,25000,0.14,0.85,1
GB88xzzaDn4aPmhDu,566108622_3004910831405494.0,3004910831405490.0,4,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,2,0,0,Desktop,1.0,1.0,USA,23.0,vocational,female,25000,0.14,0.85,1
Gz97xkHapN2gQJoLi,566108622_3004910831405494.0,3004910831405490.0,7,1,1,0,0,Old,Age,Age,Young,Old,1.0,4,0,0,Desktop,1.0,0.0,USA,23.0,vocational,female,25000,0.14,0.85,1
dpaqYnSwhGoJFeDkK,566108622_3004910831405494.0,3004910831405490.0,11,1,0,0,2,Rand,Random,Random,,,,1,4,0,Desktop,1.0,1.0,USA,23.0,vocational,female,25000,0.14,0.85,1
rP2QJsqsnCJBAZpaL,566108622_3004910831405494.0,3004910831405490.0,5,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,0,Desktop,1.0,1.0,USA,23.0,vocational,female,25000,0.14,0.85,1
tkPiBafEbbpWd2cd5,566108622_3004910831405494.0,3004910831405490.0,3,1,0,1,0,Old,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,0.0,USA,23.0,vocational,female,25000,0.14,0.85,1
yp5mxdy9abYnPDaBF,566108622_3004910831405494.0,3004910831405490.0,2,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,4,0,1,Desktop,1.0,0.0,USA,23.0,vocational,female,25000,0.14,0.85,1
zCCZre5Ny5HafDBnp,566108622_3004910831405494.0,3004910831405490.0,6,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Desktop,1.0,1.0,USA,23.0,vocational,female,25000,0.14,0.85,1
5eWRs3GsWLgCvLCwc,574877371_4365278187970224.0,4365278187970220.0,4,1,0,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,1,1,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
5v8MwjoFhSZ9t9Dbc,574877371_4365278187970224.0,4365278187970220.0,5,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,4,0,0,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
9msJeCqF8rwGRTbnv,574877371_4365278187970224.0,4365278187970220.0,6,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,4,0,1,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
A7n3c8HFa2t3QFE3F,574877371_4365278187970224.0,4365278187970220.0,7,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
GaqEtuo4EYQ7WSHGL,574877371_4365278187970224.0,4365278187970220.0,3,1,0,0,2,Fit,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
Wg8ayPkrT8TpxfuR6,574877371_4365278187970224.0,4365278187970220.0,13,1,0,1,0,High,Social Status,Social Status,High,Low,0.0,2,0,1,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
X9iySuaAkTfhsJu9b,574877371_4365278187970224.0,4365278187970220.0,11,1,1,0,2,Young,Age,Age,Young,Old,0.0,4,0,1,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
hFRk6rvrwbxqNuatR,574877371_4365278187970224.0,4365278187970220.0,12,1,0,1,0,Old,Age,Age,Young,Old,1.0,2,0,0,Desktop,0.0,1.0,BRA,22.0,graduate,male,default,0.12,0.93,1
kvhSaMnRHaTFwo8dc,574877371_4365278187970224.0,4365278187970220.0,9,1,1,0,1,Male,Gender,Gender,Male,Female,0.0,5,0,0,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
nup95Jjt4vqBw8n7E,574877371_4365278187970224.0,4365278187970220.0,2,1,0,0,1,More,Utilitarian,Utilitarian,More,Less,0.0,5,4,1,Desktop,0.0,1.0,BRA,22.0,graduate,male,default,0.12,0.93,1
qkpoPthiXtt5LuCJs,574877371_4365278187970224.0,4365278187970220.0,8,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,2,0,1,Desktop,0.0,1.0,BRA,22.0,graduate,male,default,0.12,0.93,1
vgSvR32m8WbbMMpYh,574877371_4365278187970224.0,4365278187970220.0,10,1,0,0,1,Rand,Random,Random,,,,4,1,1,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
z82om4eTznXqtHKyq,574877371_4365278187970224.0,4365278187970220.0,1,1,1,0,0,High,Social Status,Social Status,High,Low,0.0,2,0,1,Desktop,0.0,0.0,BRA,22.0,graduate,male,default,0.12,0.93,1
3eLzaQnmZWw4bP4xa,601446532_538261910764016.0,538261910764016.0,1,1,1,0,0,Young,Age,Age,Young,Old,0.0,5,0,1,Desktop,1.0,0.0,USA,52.0,others,male,above100000,0.14,0.77,1
49pjx3btq2aCWWCDM,601446532_538261910764016.0,538261910764016.0,10,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,0.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
5PZ3J8J2aSMrRonsh,601446532_538261910764016.0,538261910764016.0,7,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0.0,5,1,1,Desktop,1.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
ArSLmPdtJTQJx8SN7,601446532_538261910764016.0,538261910764016.0,13,1,0,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,1.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
FELdbCEv7jRHdsABx,601446532_538261910764016.0,538261910764016.0,4,1,1,0,0,Young,Age,Age,Young,Old,0.0,4,0,1,Desktop,0.0,0.0,USA,52.0,others,male,above100000,0.14,0.77,1
HsRvkiw8zKf3Xnsyo,601446532_538261910764016.0,538261910764016.0,8,1,0,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,3,0,1,Desktop,1.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
PqPirMyi7gCZMMjj7,601446532_538261910764016.0,538261910764016.0,6,1,0,1,0,High,Social Status,Social Status,High,Low,0.0,1,0,0,Desktop,0.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
YsorwDoaW2iDBekcq,601446532_538261910764016.0,538261910764016.0,12,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0.0,5,1,1,Desktop,0.0,0.0,USA,52.0,others,male,above100000,0.14,0.77,1
jpx5RBqZDPgABRtwQ,601446532_538261910764016.0,538261910764016.0,3,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,3,0,1,Desktop,1.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
kw5xBMK5kSqAHK6Ru,601446532_538261910764016.0,538261910764016.0,5,1,1,0,0,Female,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,1.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
oLbDRKhWJXQ6wCcWa,601446532_538261910764016.0,538261910764016.0,9,1,0,0,0,Rand,Random,Random,,,,4,3,1,Desktop,0.0,0.0,USA,52.0,others,male,above100000,0.14,0.77,1
tnpJj7bZEYN89mqW3,601446532_538261910764016.0,538261910764016.0,2,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Desktop,1.0,1.0,USA,52.0,others,male,above100000,0.14,0.77,1
3cN3AikfkYqGhvmCS,608237361_5274201799553555.0,5274201799553560.0,11,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Mobile,0.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
4xQPKDwbBG6Kf95Xi,608237361_5274201799553555.0,5274201799553560.0,13,1,0,1,0,Rand,Random,Random,,,,4,0,0,Mobile,1.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
HXsLCJzsqicZJE8FT,608237361_5274201799553555.0,5274201799553560.0,8,1,1,0,0,Young,Age,Age,Young,Old,0.0,2,0,1,Mobile,0.0,1.0,BRA,11.0,others,male,under5000,0.18,0.58,1
NRyPxiuBHzp69T3Fb,608237361_5274201799553555.0,5274201799553560.0,2,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Mobile,0.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
fYSYq4LsyDtA8YLPN,608237361_5274201799553555.0,5274201799553560.0,12,1,0,0,0,Female,Gender,Gender,Male,Female,1.0,5,0,0,Mobile,1.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
jxPyygeaY7K9d5nFQ,608237361_5274201799553555.0,5274201799553560.0,6,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,1,0,1,Mobile,0.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
mpSyqfEY25y27wnyN,608237361_5274201799553555.0,5274201799553560.0,3,1,1,0,0,Male,Gender,Gender,Male,Female,0.0,2,0,0,Mobile,1.0,1.0,BRA,11.0,others,male,under5000,0.18,0.58,1
n6qRwrG2GgCYwyu3G,608237361_5274201799553555.0,5274201799553560.0,4,1,0,0,1,Old,Age,Age,Young,Old,1.0,5,0,0,Mobile,0.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
pmweWaK36Ym5GwphQ,608237361_5274201799553555.0,5274201799553560.0,10,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,1,Mobile,1.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
zgbGbFNF9j36oJZmt,608237361_5274201799553555.0,5274201799553560.0,1,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0.0,5,4,1,Mobile,0.0,0.0,BRA,11.0,others,male,under5000,0.18,0.58,1
3cMZcRESwY6XePA78,611750733_7074510244363794.0,7074510244363790.0,2,1,1,0,0,Low,Social Status,Social Status,High,Low,1.0,2,0,0,Desktop,1.0,1.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
57DbAPday4uKZdLCx,611750733_7074510244363794.0,7074510244363790.0,1,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,1,0,1,Desktop,1.0,0.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
C8psim7b2yQwkPcCC,611750733_7074510244363794.0,7074510244363790.0,6,1,0,1,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,1,1,Desktop,0.0,1.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
EpsZLytHnBfX8Z64R,611750733_7074510244363794.0,7074510244363790.0,7,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Desktop,1.0,0.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
F2sSQYemLY8wQEafG,611750733_7074510244363794.0,7074510244363790.0,9,1,0,1,0,Rand,Random,Random,,,,2,2,0,Desktop,0.0,0.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
Hne7EBitKmpAfAagy,611750733_7074510244363794.0,7074510244363790.0,13,1,0,0,0,Male,Gender,Gender,Male,Female,0.0,5,0,0,Desktop,0.0,0.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
KzLCkiBfqMxerLbF2,611750733_7074510244363794.0,7074510244363790.0,11,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,0.0,1.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
PYsy7etJJhN3zh5Pu,611750733_7074510244363794.0,7074510244363790.0,4,1,1,0,0,Young,Age,Age,Young,Old,0.0,4,0,1,Desktop,0.0,1.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
bGi3XSrwMMQpYZ8mm,611750733_7074510244363794.0,7074510244363790.0,10,1,1,0,2,Male,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,1.0,1.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
ggKv6LtybcATfmnPF,611750733_7074510244363794.0,7074510244363790.0,12,1,1,0,1,Old,Age,Age,Young,Old,1.0,3,0,0,Desktop,0.0,1.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
hPimzsr3rKp9HvPG3,611750733_7074510244363794.0,7074510244363790.0,5,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,0,Desktop,0.0,1.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
tRGkYzWdLbSafBYox,611750733_7074510244363794.0,7074510244363790.0,3,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,2,0,1,Desktop,0.0,0.0,BGR,44.0,bachelor,male,50000,0.1,0.85,1
2NEADAoqAGWmjyXvT,621211150_1007963875930475.0,1007963875930480.0,4,1,0,1,0,Old,Age,Age,Young,Old,1.0,3,0,1,Desktop,0.0,1.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
APQcju45iX9ewLLgy,621211150_1007963875930475.0,1007963875930480.0,8,1,0,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,1,Desktop,1.0,0.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
BPM6ty7wDph6adQJe,621211150_1007963875930475.0,1007963875930480.0,7,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,3,0,1,Desktop,0.0,1.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
BWPgHJEjPjxNChnBq,621211150_1007963875930475.0,1007963875930480.0,1,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,0,Desktop,1.0,0.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
PTMKqHHSnisKGDDf8,621211150_1007963875930475.0,1007963875930480.0,12,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,1,0,1,Desktop,0.0,0.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
PoEEYrHaAeT6Atza5,621211150_1007963875930475.0,1007963875930480.0,6,1,0,0,0,Pets,Species,Species,Hoomans,Pets,1.0,2,0,0,Desktop,0.0,0.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
QF2qjZMLXFT6ZLvcB,621211150_1007963875930475.0,1007963875930480.0,10,1,1,0,2,Young,Age,Age,Young,Old,0.0,3,0,0,Desktop,1.0,0.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
TBDMGWYyPtHBHdRs8,621211150_1007963875930475.0,1007963875930480.0,5,1,0,0,1,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,0.0,1.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
ftZzhhyoAeH3GA4LH,621211150_1007963875930475.0,1007963875930480.0,3,1,0,0,2,Rand,Random,Random,,,,4,3,0,Desktop,0.0,1.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
